2019-12-30 13:33:37+00:00; alexandregarcia; Minha resposta às mulheres. E a uma operadora de call center https://t.co/3OaOyOiQxO via @YouTube; 19; 84; 1048; 0; https://twitter.com/alexandregarcia/status/1211641492009373696; None; None
2019-11-09 13:49:40+00:00; alexandregarcia; Ouvi agora no aeroporto um policial federal. Depois do desabafo desse defensor da lei,faço um apelo: não desanimem, policiais e Ministério Público, no combate à corrupção que nos oprimiu. Continuem, mais motivados, por todos, principalmente pelo futuro dos brasileirinhos de hoje.; 1971; 12198; 65946; 569; https://twitter.com/alexandregarcia/status/1193163749542301696; None; None
2019-11-08 20:22:33+00:00; alexandregarcia; Hoje na Paraíba fui me aconselhar com ele sobre cláusula pétrea e trânsito em julgado, essas instituições bem nossas. https://t.co/WtLd9lTpDx; 2989; 6214; 40461; 609; https://twitter.com/alexandregarcia/status/1192900233224687616; None; None
2019-11-07 23:41:11+00:00; alexandregarcia; Hoje no rádio chamaram um professor de Economia. Ele começou com “Boa tarde a todos e todas”. Foi a senha para imediatamente trocar de emissora.; 2637; 5692; 50206; 765; https://twitter.com/alexandregarcia/status/1192587834525396992; None; None
2019-11-07 20:43:02+00:00; alexandregarcia; No Dia do Radialista, a festa começa em casa. Em 1940, vendia rádio; em 1944, falava nos alto-falantes da praça; em 1946, participava da primeira rádio; depois, mais três. Sua vida foi no microfone - notícias e esporte. E é meu modelo: Oscar Chaves Garcia, o “Papito” - meu pai. https://t.co/wQ65mnFgK4; 138; 362; 4936; 17; https://twitter.com/alexandregarcia/status/1192542999324037120; None; None
2019-11-07 00:01:07+00:00; alexandregarcia; @Miltonneves Criscão.; 48; 16; 818; 1; https://twitter.com/alexandregarcia/status/1192230463315808256; None; None
2019-11-06 21:16:34+00:00; alexandregarcia; @Poder360 Vão extinguir cidades? Repetir tragédias como em Hiroshima, Nagasaki e Dresden?; 148; 65; 769; 8; https://twitter.com/alexandregarcia/status/1192189053111881729; None; None
2019-11-06 00:35:54+00:00; alexandregarcia; Em Iguatu,Ce, vítima de assalto com moto(42 mil reais)saiu com o carro atrás do dinheiro. Da moto,atiraram no carro. A vítima,sem outra arma,defendeu-se com o carro.Atropelados,um bandido morreu e outro está no hospital. O delegado enquadrou como legítima defesa. Salomônico.; 1125; 4651; 33292; 298; https://twitter.com/alexandregarcia/status/1191876826672586753; None; None
2019-11-05 21:39:54+00:00; alexandregarcia; Sobre o noticiário de hoje a respeito da PEC Pacto Federativo, volto a lembrar que “município” e “cidade” não são sinônimos.; 149; 1386; 11987; 32; https://twitter.com/alexandregarcia/status/1191832534503624704; None; None
2019-11-05 00:25:50+00:00; alexandregarcia; Só ontem percebi que “narrativa” é um novo sinônimo para “versão”. Coisas de modismos, que vão e voltam, como as ondas do mar.; 253; 1815; 17656; 39; https://twitter.com/alexandregarcia/status/1191511906852462592; None; None
2019-11-04 00:17:30+00:00; alexandregarcia; O desespero sobre a próxima eleição presidencial; o medo da democracia das redes sociais; a tentativa de impor uma falsa cultura e uma supresa final. Agora, no https://t.co/TeLjChqJO7 via @YouTube; 231; 3228; 17156; 63; https://twitter.com/alexandregarcia/status/1191147421335728129; None; None
2019-11-03 21:11:00+00:00; alexandregarcia; Muitos políticos só descobriram o poder digital na eleição de outubro. Agora reagem com a CPI das fake-news, tão inútil quanto a tentativa, nos anos do PT, de “regulação da mídia”. O mundo digital nos põe numa praça pública, onde a democracia é de todos e não apenas de alguns.; 1330; 10817; 45748; 590; https://twitter.com/alexandregarcia/status/1191100488776912901; None; None
2019-11-03 01:34:58+00:00; alexandregarcia; O petróleo é do Orinoco; o navio é grego. E apostam que continuamos idiotas - para não perceber que o noticiário omite o nome sacro-ideológico do comércio clandestino do óleo: “Venezuela”.; 624; 7999; 35565; 236; https://twitter.com/alexandregarcia/status/1190804531094925314; None; None
2019-11-03 01:12:44+00:00; alexandregarcia; Luz solar no túnel! Aplaudo com entusiasmo o Caio Coppolla nesta entrevista à excelente Leda Nagle. Com meio século de jornalismo e quase 80 de vida, aprendi muito com um jovem de 32 anos. Se quiser conferir, aí vai: https://t.co/AFBhFnxFHc; 515; 3234; 17784; 124; https://twitter.com/alexandregarcia/status/1190798935796912128; None; None
2019-11-02 18:15:03+00:00; alexandregarcia; O meu deixou o exemplo de TRABALHO. E se foi aos 63. https://t.co/vkDBinthYs https://t.co/VuGbltUMF4; 62; 192; 2642; 6; https://twitter.com/alexandregarcia/status/1190693820175917056; None; https://twitter.com/xicograziano/status/1190579531532394498
2019-11-02 17:45:48+00:00; alexandregarcia; E outra que testemunhei: Zezinho Bonifácio, líder do governo na Câmara,  em 1979, numa entrevista: “Vocês me fazem perguntas idiotas para que eu dê respostas idiotas. Depois, publicam só as minhas respostas e o público pensa que o idiota sou eu”. https://t.co/kZS6393Ori; 257; 2358; 11816; 70; https://twitter.com/alexandregarcia/status/1190686458375540737; None; https://twitter.com/alexandregarcia/status/1190684509458575360
2019-11-02 17:38:03+00:00; alexandregarcia; Isso me faz lembrar uma cena que testemunhei: Lúcio Costa visitava Brasília e a repórter perguntou se ele estava emocionado ao rever sua obra. “Minha filha, será que eu vivi 90 anos para ouvir uma pergunta idiota dessas?” E foi embora, sem responder o óbvio. (Continua) https://t.co/mGzKSaKyRy; 1013; 3784; 24077; 244; https://twitter.com/alexandregarcia/status/1190684509458575360; None; https://twitter.com/jairbolsonaro/status/1190670313459200002
2019-10-31 23:47:53+00:00; alexandregarcia; No mesmo ano, eu servia na Infantaria, na CPP2 do 7RI. Éramos 120. Sou capaz de lembrar os rostos e nomes de todos, mas incapaz de apontar a cor da pele de cada um. Nunca soube. Éramos todos iguais. Será que somos socialmente mais evoluídos que os americanos? https://t.co/hdYOTrgiq8; 410; 1202; 10380; 51; https://twitter.com/alexandregarcia/status/1190052806520135686; None; https://twitter.com/FotosDeFatos/status/1189981910539395072
2019-10-31 11:30:08+00:00; alexandregarcia; Eu jamais começaria um texto sob o pressuposto de que deveria pedir desculpas por ele... E não escrevo texto soltos e muito menos panfletários. Meus artigos são para jornais; não soltos em rede social.(Só me perdoem pelo “destas” em vez de “dessas”na postagem anterior). https://t.co/TCSpCaHld0; 198; 1296; 10193; 25; https://twitter.com/alexandregarcia/status/1189867143212478465; None; https://twitter.com/alexandregarcia/status/1189745114555371523
2019-10-31 03:25:14+00:00; alexandregarcia; Reaparece nas redes sociais, agora no Facebook, um panfleto que começa com “Eu não peço desculpas...”. Mais uma vez digo que jamais escreveria uma coisa destas e fico triste quando as pessoas pensam que eu seria capaz de escrever aquilo.; 712; 3714; 31285; 103; https://twitter.com/alexandregarcia/status/1189745114555371523; None; None
2019-10-30 17:56:06+00:00; alexandregarcia; Uma entrevista minha sobre jornalismo, saindo hoje no Paraná: https://t.co/eZSPxxqzon; 110; 622; 4499; 14; https://twitter.com/alexandregarcia/status/1189601888934727680; None; None
2019-10-29 00:59:57+00:00; alexandregarcia; Aos 25 anos, “passagens” por homicídio, armado, traficando e assaltando.... https://t.co/gbvXCBPp26 via @YouTube; 42; 417; 3098; 14; https://twitter.com/alexandregarcia/status/1188983777994907650; None; None
2019-10-28 14:38:24+00:00; alexandregarcia; Tuitado no sábado, consertado na segunda-feira. Vejo que só faltava reclamar. A presteza da Vivo confirma a utilidade pública das redes sociais. Rapidez direta, sem intermediários. 👏 https://t.co/d0ErNbW3Xf https://t.co/M8WoGGrLod; 153; 423; 3998; 14; https://twitter.com/alexandregarcia/status/1188827359471910913; None; https://twitter.com/alexandregarcia/status/1187814197872283649
2019-10-27 16:40:31+00:00; alexandregarcia; “Para alguns que confiavam na sua própria justiça e desprezavam os outros...” - assim Lucas começa o Evangelho deste domingo, o primeiro depois do voto da ministra Rosa Weber.; 287; 2116; 15342; 61; https://twitter.com/alexandregarcia/status/1188495703212990465; None; None
2019-10-27 00:28:24+00:00; alexandregarcia; @marcobianchibr E apoio é apoio e suporte é insuportável.; 0; 1; 26; 0; https://twitter.com/alexandregarcia/status/1188251061792006146; None; None
2019-10-27 00:25:12+00:00; alexandregarcia; @AndradeGaia É verdade. Já não se computam votos; contabilizam. Não sei como conseguem igualar o DEVE e o HAVER eleitoral.; 1; 0; 10; 0; https://twitter.com/alexandregarcia/status/1188250258721136641; None; None
2019-10-26 16:34:43+00:00; alexandregarcia; @mcfernandes Pearl S. Buck; 3; 2; 20; 0; https://twitter.com/alexandregarcia/status/1188131854660100096; None; None
2019-10-26 16:31:52+00:00; alexandregarcia; Para pensar num sábado: por que o “amor-próprio” foi rebaixado para “autoestima”? Só pela submissão ao inglês “self-esteem”?; 110; 558; 6025; 13; https://twitter.com/alexandregarcia/status/1188131136582701056; None; None
2019-10-25 19:32:27+00:00; alexandregarcia; Este quebra-molas côncavo está no acesso ao Altiplano Leste, Brasília, há bem mais de ano. É resto do valo feito para puxar eletricidade para a torre da ⁦@vivobr⁩ . Quantos milhões de vezes milhares de veículos já tiveram sua suspensão agredida? https://t.co/nnb3BLatPv; 168; 446; 4375; 24; https://twitter.com/alexandregarcia/status/1187814197872283649; None; None
2019-10-25 13:26:11+00:00; alexandregarcia; Já imaginou um pedófilo com a condenação confirmada em segunda instância e, por causa de um “embargo”, permanecer livre em seu computador enganando crianças? Esse é só um dos motivos para não concordar com a Ministra Rosa Weber https://t.co/aQvWWRDoZx via @YouTube; 1444; 8359; 30074; 621; https://twitter.com/alexandregarcia/status/1187722021276475403; None; None
2019-10-24 14:42:24+00:00; alexandregarcia; @cidakapa Fidel fazia essa exportação. Agora Maduro.; 0; 2; 33; 0; https://twitter.com/alexandregarcia/status/1187378815498149888; None; None
2019-10-24 11:10:09+00:00; alexandregarcia; Todos os dias estou no YouTube com o que de mais notável aconteceu nas últimas 12 horas. Inscreva-se e receba o comentário ao fim do dia. Eis o mais recente:  -Greenpeace atira lixo no Palácio e suja a própria imagem https://t.co/BGQYPZWDKo via @YouTube; 204; 1540; 9327; 51; https://twitter.com/alexandregarcia/status/1187325400566906885; None; None
2019-10-23 23:57:15+00:00; alexandregarcia; Certa vez, em Chicago, o taxista falou em “Brazil, Pele” - então mostrei a ele foto de Pelé com meus filhos. Ao fim da corrida, recusou pagamento. “Vocês são amigos de Pelé”. https://t.co/72BqxMZzZA; 265; 1315; 16327; 40; https://twitter.com/alexandregarcia/status/1187156060110503941; None; https://twitter.com/alexandregarcia/status/1187113764425994240
2019-10-23 21:09:11+00:00; alexandregarcia; Parabéns pelos 79 anos e pela atuação que projetou o Brasil no mundo! https://t.co/qHrzsmJNDy; 126; 393; 7275; 15; https://twitter.com/alexandregarcia/status/1187113764425994240; None; None
2019-10-23 11:21:07+00:00; alexandregarcia; Dia do Aviador: de Santos Dumont aos maiores veteranos de caça nos céus da Itália, o brilho das asas do Brasil. https://t.co/5qVYkUaTJa; 55; 362; 3743; 7; https://twitter.com/alexandregarcia/status/1186965771664154625; None; None
2019-10-23 00:06:59+00:00; alexandregarcia; @Biakicis @exame @LulaOficial @Haddad_Fernando @jairbolsonaro @BolsonaroSP Doktor Sigmund explica.; 31; 95; 1285; 1; https://twitter.com/alexandregarcia/status/1186796122481856512; None; None
2019-10-22 23:35:11+00:00; alexandregarcia; Palestra nessa manhã, para um auditório de prefeitos - os executivos que mais perto ficam dos problemas. https://t.co/ThumTeXG0T; 48; 128; 1805; 1; https://twitter.com/alexandregarcia/status/1186788120240492550; None; None
2019-10-21 13:17:27+00:00; alexandregarcia; Quem sujou as praias nordestinas? Mesmo depois que as praias estiverem limpas, o Brasil vai atrás de quem fez a agressão https://t.co/wyabbek469 via @YouTube; 233; 1642; 9494; 38; https://twitter.com/alexandregarcia/status/1186270272246210561; None; None
2019-10-20 15:59:09+00:00; alexandregarcia; Oba! Amanhã, segunda-feira, não teremos que acordar um hora mais cedo. Não seremos prejudicados pelo horário de verão. Continua o horário do sol e o biológico, de norte a sul, sem confusões nos voos, sem crianças indo para a escola no escuro. Ave, bom senso!; 2084; 7041; 44948; 520; https://twitter.com/alexandregarcia/status/1185948578872745984; None; None
2019-10-20 11:51:54+00:00; alexandregarcia; Oba! Virei manchete depois de tantos anos tentando fazer manchetes... https://t.co/0m8mtWksAf; 570; 1599; 15410; 52; https://twitter.com/alexandregarcia/status/1185886357379584000; None; https://twitter.com/correio/status/1185873475451473920
2019-10-20 00:18:15+00:00; alexandregarcia; Sem contar com o erro primário de concordância: “removidos ...toneladas” https://t.co/0TCliqIHkI; 737; 2958; 15187; 176; https://twitter.com/alexandregarcia/status/1185711793018155008; None; https://twitter.com/BecaBrix/status/1185684308335443969
2019-10-20 00:15:41+00:00; alexandregarcia; A história contada em fotos. Um belo e útil trabalho, o de vocês. Vale a pena seguir. https://t.co/MaUPQ8GKJw; 89; 475; 4320; 10; https://twitter.com/alexandregarcia/status/1185711147611250688; None; https://twitter.com/FotosDeFatos/status/1185708219320209409
2019-10-19 17:02:09+00:00; alexandregarcia; @GiseleDaminell2 Gisele-san!; 3; 2; 171; 0; https://twitter.com/alexandregarcia/status/1185602045073641472; None; None
2019-10-19 16:58:47+00:00; alexandregarcia; @FotosDeFatos Para; 32; 13; 215; 1; https://twitter.com/alexandregarcia/status/1185601198382030850; None; None
2019-10-19 16:57:10+00:00; alexandregarcia; O doutor Freud se diverte. Por que pautam tanto no noticiário a eleição presidencial de 2022, quando ainda estamos no primeiro ano de mandato presidencial? É o mesmo motivo pelo qual passamos a falar na Copa de 2018 na Rússia logo depois da derrota de 7 a 1 na Copa de 2014. 😂; 505; 2430; 14701; 132; https://twitter.com/alexandregarcia/status/1185600788942471170; None; None
2019-10-18 22:08:36+00:00; alexandregarcia; Grande perda! Muito me incentivou na TV Manchete e na Globo. Competente e bom caráter. https://t.co/kQNUzvLKmF; 32; 161; 2464; 1; https://twitter.com/alexandregarcia/status/1185316776646709248; None; https://twitter.com/Metropoles/status/1184846528801722369
2019-10-18 22:00:35+00:00; alexandregarcia; @garciajulia Minha solidariedade também. E não foi homicídio culposo; foi dolo eventual.; 2; 1; 68; 0; https://twitter.com/alexandregarcia/status/1185314760251891712; None; None
2019-10-18 21:58:17+00:00; alexandregarcia; Uma das “vantagens” do carro com película fora dos limites. https://t.co/x86OeTfaEs; 119; 342; 2817; 18; https://twitter.com/alexandregarcia/status/1185314180318011392; None; https://twitter.com/roxmo/status/1184834618542960640
2019-10-17 12:34:59+00:00; alexandregarcia; Preliminar do julgamento de hoje no Supremo: Constituição restringe condenação mas não restringe prisão. Para entender: https://t.co/OnCNOF6c3f via @YouTube; 89; 508; 3210; 26; https://twitter.com/alexandregarcia/status/1184810032480903169; None; None
2019-10-16 19:34:16+00:00; alexandregarcia; Atrair turistas estrangeiros deste jeito? IBAMA omitiu-se e dólares de endinheirados não foram para Fernando de No... https://t.co/FnTd0zGgg0 via @YouTube; 43; 387; 2418; 5; https://twitter.com/alexandregarcia/status/1184553163808018433; None; None
2019-10-15 12:43:22+00:00; alexandregarcia; No Dia do Professor, quero lembrar a professora que deu a vida para salvar suas crianças. Heley de Abreu Silva Batista, de Janaúba. Dia 5 fez dois anos que ela morreu salvando 25 crianças. Professor é missão, sacrifício, coragem; a mais importante das profissões.; 995; 9219; 50419; 399; https://twitter.com/alexandregarcia/status/1184087367218614275; None; None
