2020-12-08 22:53:14+00:00; lauraabcarvalho; @Spossas Bom ve-la por aqui professora!; 0; 0; 0; 0; https://twitter.com/lauraabcarvalho/status/1336443748931297289; None; None
2020-11-19 20:50:13+00:00; lauraabcarvalho; @pachukan1s Terceirizar é sim uma forma de passar por fora do limite imposto pela LRF; 4; 4; 121; 0; https://twitter.com/lauraabcarvalho/status/1329527420597264384; None; None
2020-11-19 20:27:30+00:00; lauraabcarvalho; Falei bastante disso nesse episódio recente do Entretanto: https://t.co/i7pOQh5Hdb; 1; 3; 221; 1; https://twitter.com/lauraabcarvalho/status/1329521704163569665; None; None
2020-11-19 20:25:58+00:00; lauraabcarvalho; Alarmismos baseados em comparações com a trajetória de endividamento público do governo federal no passado recente não fazem sentido algum; 1; 9; 442; 1; https://twitter.com/lauraabcarvalho/status/1329521319470374920; None; None
2020-11-19 20:25:58+00:00; lauraabcarvalho; Só lembrando que a Lei de Responsabilidade Fiscal não dá muita flexibilidade para a gestão do orçamento municipal: há um limite pro gasto com pessoal em relação à arrecadação. A diferença maior entre candidatos se dará na definição de prioridades para alocação dos recursos; 23; 80; 1464; 16; https://twitter.com/lauraabcarvalho/status/1329521317691920386; None; None
2020-11-19 18:41:16+00:00; lauraabcarvalho; Covas&amp;Russomanno&amp;Joice vs Boulos&amp;Tatto&amp;Orlando&amp;MarinaHelou  Uma escolha muito difícil... https://t.co/S7ixVCEj8O; 67; 290; 3182; 28; https://twitter.com/lauraabcarvalho/status/1329494971423092737; None; https://twitter.com/UOLNoticias/status/1329472722687102981
2020-11-19 17:48:40+00:00; lauraabcarvalho; Bruno Covas esconde João Doria e esconde seu vice na campanha https://t.co/vvQ9aB5OjX; 13; 31; 449; 2; https://twitter.com/lauraabcarvalho/status/1329481733851533313; None; https://twitter.com/___leomartins/status/1329433968920440838
2020-11-19 14:33:39+00:00; lauraabcarvalho; Preocupante essa negação do agravamento da pandemia pelo prefeito em um momento em que hospitais e profissionais da saúde alertam para um crescimento das internações   https://t.co/HPdJDzNGDS; 35; 97; 1080; 26; https://twitter.com/lauraabcarvalho/status/1329432654127771648; None; None
2020-11-19 14:17:17+00:00; lauraabcarvalho; Ministrarei esse curso em dezembro a convite da plataforma @BoraSaber2020 pra quem já faz ou quer fazer um jornalismo econômico independente  https://t.co/nfcgucRTjf; 3; 5; 98; 0; https://twitter.com/lauraabcarvalho/status/1329428538747924481; None; None
2020-11-19 12:17:56+00:00; lauraabcarvalho; O desespero https://t.co/ukWbowiQWL; 174; 22; 3249; 9; https://twitter.com/lauraabcarvalho/status/1329398501936128008; None; None
2020-11-19 12:10:08+00:00; lauraabcarvalho; Entrei em um avião pela primeira vez na pandemia, não ia dar pra ir de carro dessa vez. Vôo lotado e uma pessoa assoando o nariz do meu lado. Pessoas me olhando como um ET por usar escudo facial. 50 minutos de pânico.; 169; 97; 6393; 37; https://twitter.com/lauraabcarvalho/status/1329396537634512897; None; None
2020-11-19 01:22:10+00:00; lauraabcarvalho; Falta um: cadê você @PSBNacional40? https://t.co/CtAYtq8SKW; 33; 46; 1185; 8; https://twitter.com/lauraabcarvalho/status/1329233473584947200; None; https://twitter.com/phvmartinez/status/1329189813539500032
2020-11-18 22:26:21+00:00; lauraabcarvalho; @marina_helou @GuilhermeBoulos @luizaerundina Arrasou, Marina!; 1; 0; 252; 0; https://twitter.com/lauraabcarvalho/status/1329189227666567168; None; None
2020-11-18 20:27:38+00:00; lauraabcarvalho; Boaaa https://t.co/6YljaDJz0G; 11; 15; 797; 2; https://twitter.com/lauraabcarvalho/status/1329159350460493826; None; https://twitter.com/redesaopaulosp/status/1329157167702740994
2020-11-18 19:35:53+00:00; lauraabcarvalho; @danieljosebr Eu fiz um tuíte criticando e sugerindo um ajuste na fala do Boulos pro próximo debate e ainda assim você vem aqui com esse tipo de comentário que subestima a inteligência alheia. Estava surpresa até ver que você é do Partido Novo; 78; 9; 1296; 7; https://twitter.com/lauraabcarvalho/status/1329146326496534533; None; None
2020-11-18 19:12:42+00:00; lauraabcarvalho; Sou a favor de ajustar essas coisas no próximo debate pois é enganoso, mas achei que o Guilherme avançou muito em outras respostas de economia (sobre o custo dos programas, por exemplo); 88; 12; 900; 8; https://twitter.com/lauraabcarvalho/status/1329140491745681414; None; None
2020-11-18 19:11:12+00:00; lauraabcarvalho; Do ponto de vista estritamente contábil e de curto prazo, é verdade que o déficit do sistema previdenciário cai quando mais gente contribui pro sistema. Mas é claro que isso também acarretaria um custo maior com salários de servidores e aposentadorias futuras. https://t.co/VE0603L8MA; 392; 79; 1685; 131; https://twitter.com/lauraabcarvalho/status/1329140115302658050; None; https://twitter.com/macrodinamico/status/1329133112681504768
2020-11-18 18:21:26+00:00; lauraabcarvalho; @ananias_1979 Pode ser legal mesmo, uma live com o @mmartinsrocha; 2; 0; 27; 0; https://twitter.com/lauraabcarvalho/status/1329127589793964035; None; None
2020-11-18 18:19:56+00:00; lauraabcarvalho; Muito importante, torcendo para que o PSB faça o mesmo https://t.co/CwidVVkF9R; 40; 48; 2573; 2; https://twitter.com/lauraabcarvalho/status/1329127214298918918; None; https://twitter.com/UOL/status/1329121764987858945
2020-11-18 16:25:58+00:00; lauraabcarvalho; @MarceloAdnet Muitooo; 0; 0; 49; 0; https://twitter.com/lauraabcarvalho/status/1329098532951912455; None; None
2020-11-18 16:16:56+00:00; lauraabcarvalho; Hahahahha a Natalia dizendo que descobriu com o @MarceloAdnet que foi conquistada pelo olhar de lado é genial https://t.co/F7dmXOtk3z; 13; 56; 1981; 6; https://twitter.com/lauraabcarvalho/status/1329096261228781570; None; https://twitter.com/GuilhermeBoulos/status/1329086835520200704
2020-11-18 15:18:37+00:00; lauraabcarvalho; @flaviaol @jnascim Pois é, ele joga com essa ambiguidade e os apoiadores ainda reclamam quando apontamos a contradição; 4; 1; 89; 0; https://twitter.com/lauraabcarvalho/status/1329081584767561730; None; None
2020-11-18 14:54:28+00:00; lauraabcarvalho; @marilizpj É difícil a interpretação de texto nessa rede! 😂🤦🏽‍♀️; 4; 0; 52; 0; https://twitter.com/lauraabcarvalho/status/1329075507011305478; None; None
2020-11-18 13:51:46+00:00; lauraabcarvalho; É evidente que eu não acho que Bruno Covas é bolsonarista ou fascista. Mas a busca do apoio de Russomanno, a escolha de seu vice, a proximidade com Dória, a selfie sorridente postada no passado, tudo isso deve ser cobrado sim. Faz parte do jogo democrático.; 210; 442; 7801; 103; https://twitter.com/lauraabcarvalho/status/1329059727691681793; None; None
2020-11-18 13:09:46+00:00; lauraabcarvalho; @_jamesrusso @besteves @zerotoledo Verdade; 1; 0; 0; 0; https://twitter.com/lauraabcarvalho/status/1329049158205009920; None; None
2020-11-18 13:08:50+00:00; lauraabcarvalho; Aqui pra quem não ouviu https://t.co/vf1tPJ46vN; 1; 2; 54; 0; https://twitter.com/lauraabcarvalho/status/1329048924280287232; None; None
2020-11-18 13:08:18+00:00; lauraabcarvalho; No fim de setembro escutei um episódio incrível do Luz no Fim da Quarentena sobre a geopolítica das vacinas: que governos compraram qual, quantas doses por habitante, etc. Queria muito uma atualização disso: como está a disputa pela compra da vacina da Pfizer? @besteves; 5; 4; 173; 0; https://twitter.com/lauraabcarvalho/status/1329048788854562816; None; None
2020-11-18 12:57:18+00:00; lauraabcarvalho; @rflcostalima Ai nem me fala; 0; 0; 2; 0; https://twitter.com/lauraabcarvalho/status/1329046021654122496; None; None
2020-11-18 12:52:12+00:00; lauraabcarvalho; Estão deixando a gente sonhar https://t.co/apumAY1iaY; 23; 86; 2375; 9; https://twitter.com/lauraabcarvalho/status/1329044738327130117; None; https://twitter.com/Estadao/status/1329035908574826498
2020-11-18 12:00:52+00:00; lauraabcarvalho; Eu amo o Rio de Janeiro com todos os seus defeitos https://t.co/WhFXlCldFL; 18; 44; 964; 5; https://twitter.com/lauraabcarvalho/status/1329031820759928832; None; https://twitter.com/IgorNavarroBFR/status/1328878670493196289
2020-11-17 21:00:31+00:00; lauraabcarvalho; @felipeneto @brunocovas https://t.co/cLxTwMsGat; 137; 41; 893; 53; https://twitter.com/lauraabcarvalho/status/1328805237721804802; None; None
2020-11-17 19:52:34+00:00; lauraabcarvalho; https://t.co/2aOKvAr2R7; 4; 12; 151; 2; https://twitter.com/lauraabcarvalho/status/1328788136265125892; None; None
2020-11-17 12:01:52+00:00; lauraabcarvalho; https://t.co/TqsfyvxA26; 1; 10; 74; 3; https://twitter.com/lauraabcarvalho/status/1328669681251704832; None; None
2020-11-17 12:01:51+00:00; lauraabcarvalho; Olha aí a primeira Nota do @made_usp no Valor. Quem quiser ver o trabalho mencionado, o link está no próximo tuíte. https://t.co/UQZxs00TAI; 4; 17; 250; 0; https://twitter.com/lauraabcarvalho/status/1328669679855013888; None; https://twitter.com/valoreconomico/status/1328660570632032257
2020-11-17 01:14:20+00:00; lauraabcarvalho; @thiamparo Mas não acho que é sobre Bolsonaro, acho que ele quer colar no Doria pela rejeição ao próprio Doria na capital; 9; 0; 261; 0; https://twitter.com/lauraabcarvalho/status/1328506726681817089; None; None
2020-11-17 00:59:22+00:00; lauraabcarvalho; @LulaOficialBR @DinoDebochado Perfeito; 3; 0; 27; 0; https://twitter.com/lauraabcarvalho/status/1328502960515653633; None; None
2020-11-17 00:55:10+00:00; lauraabcarvalho; Meu sonho é um segundo turno presidencial em 2022 tipo esse de São Paulo; 213; 314; 10348; 102; https://twitter.com/lauraabcarvalho/status/1328501901449703426; None; None
2020-11-17 00:38:23+00:00; lauraabcarvalho; @jcaetanoleite Mas não aguentava 2 minutos com ele na mesa de bar que eu sei :-); 2; 0; 38; 0; https://twitter.com/lauraabcarvalho/status/1328497678037159936; None; None
2020-11-17 00:28:19+00:00; lauraabcarvalho; @diegojborges Sim ou com certeza? :-) https://t.co/Khxui04UtF; 3; 2; 171; 0; https://twitter.com/lauraabcarvalho/status/1328495146971881472; None; None
2020-11-17 00:10:03+00:00; lauraabcarvalho; @jonesbaldoo Meu tipo de debate rs; 1; 0; 51; 0; https://twitter.com/lauraabcarvalho/status/1328490546587955206; None; None
2020-11-17 00:07:40+00:00; lauraabcarvalho; Deixando minhas preferências à parte, estou achando o debate muito bom, viu? #DebateCNN; 79; 33; 2929; 17; https://twitter.com/lauraabcarvalho/status/1328489946433417220; None; None
2020-11-16 23:41:28+00:00; lauraabcarvalho; Seu candidato também fala em investimento privado induzido pela demanda aquecida? #Boulos50 #CNNnaseleições; 45; 168; 3482; 58; https://twitter.com/lauraabcarvalho/status/1328483355617161217; None; None
2020-11-16 22:10:28+00:00; lauraabcarvalho; @caroevangelista @eduardopaes_ É isso, rs; 1; 0; 32; 0; https://twitter.com/lauraabcarvalho/status/1328460455401189377; None; None
2020-11-16 22:08:32+00:00; lauraabcarvalho; Votarei em @eduardopaes_ no segundo turno do Rio. Achei que nem precisasse dizer, mas está dito.; 70; 63; 4522; 23; https://twitter.com/lauraabcarvalho/status/1328459966060105728; None; None
2020-11-16 17:46:47+00:00; lauraabcarvalho; São eles que merecem os parabéns por formularem propostas para a cidade de São Paulo. Mas nada disso me impede de apoiar de forma convicta a eleição do Guilherme nesse segundo turno em São Paulo. Sempre acreditei que ele é a nova liderança que tantos procuram no campo democrático; 14; 58; 4352; 6; https://twitter.com/lauraabcarvalho/status/1328394094444470272; None; None
2020-11-16 17:46:46+00:00; lauraabcarvalho; O fato de eu não ter continuado não se deveu a qualquer diferença com o Guilherme e sim a uma opção minha por priorizar a carreira acadêmica e o debate público com um campo mais amplo. Desde 2018 o economista que trabalha com ele é o @mmartinsrocha, além da @decasocamila 3/4; 4; 38; 3056; 0; https://twitter.com/lauraabcarvalho/status/1328394093043585026; None; None
2020-11-16 17:46:46+00:00; lauraabcarvalho; Minha experiência trabalhando com o Guilherme naqueles meses foi a melhor possível! Escrevi um tuíte ontem sobre sua capacidade de escuta, mas não é só isso. Guilherme me impressionou pelas ideias, carisma e capacidade de articulação e comunicação... 2/4; 3; 48; 3170; 2; https://twitter.com/lauraabcarvalho/status/1328394091550420993; None; None
2020-11-16 17:46:45+00:00; lauraabcarvalho; Pessoal, faço um pequeno fio para esclarecer algo que muitos vêm me perguntando. Sim, trabalhei com @GuilhermeBoulos coordenando a elaboração de seu programa econômico em 2018. Não continuei na campanha naquele ano e nem fiz parte da equipe na campanha atual... 1/4; 26; 303; 6408; 31; https://twitter.com/lauraabcarvalho/status/1328394085980377088; None; None
2020-11-16 14:58:36+00:00; lauraabcarvalho; @monica_benicio Parabéns, querida!! Feliz de te ter como representante; 0; 0; 39; 0; https://twitter.com/lauraabcarvalho/status/1328351772440731649; None; None
2020-11-16 12:41:45+00:00; lauraabcarvalho; Galvão? https://t.co/LsIGcvFvDv; 60; 55; 2086; 5; https://twitter.com/lauraabcarvalho/status/1328317332930916354; None; https://twitter.com/filgmartin/status/1328288693493313536
2020-11-16 03:23:58+00:00; lauraabcarvalho; @tainadepaularj Parabéns, minha vereadora!; 0; 1; 119; 0; https://twitter.com/lauraabcarvalho/status/1328176962293129217; None; None
2020-11-16 02:52:41+00:00; lauraabcarvalho; Diziam que a esquerda não produzia novas lideranças. Guilherme Boulos está aí, aos 38 anos, na disputa pela prefeitura de São Paulo. E não é um líder qualquer: poucas vezes vi alguém com tanta capacidade de escuta. Não tenho dúvidas de que pode fazer uma grande gestão. Parabéns!; 152; 1463; 32877; 144; https://twitter.com/lauraabcarvalho/status/1328169087143452673; None; None
2020-11-16 02:02:12+00:00; lauraabcarvalho; Bruno Covas falando em garantir “a lei e a ordem” contra radicais em São Paulo. Era pra ser mais um Biden ou mais um Trump? Estou confusa.; 81; 365; 6266; 80; https://twitter.com/lauraabcarvalho/status/1328156384245018625; None; None
2020-11-15 23:59:50+00:00; lauraabcarvalho; Retiro o que disse https://t.co/zdfdB9gimP; 18; 13; 902; 2; https://twitter.com/lauraabcarvalho/status/1328125588419252225; None; https://twitter.com/lauraabcarvalho/status/1328005201182257154
2020-11-15 20:07:41+00:00; lauraabcarvalho; Estou arrepiadaaa https://t.co/VlQ33RbSEy; 61; 52; 2574; 11; https://twitter.com/lauraabcarvalho/status/1328067167653343232; None; https://twitter.com/brunoboghossian/status/1328066959188119552
2020-11-15 16:01:27+00:00; lauraabcarvalho; Reclamei das eleições americanas terem demorado a apurar mas essa adrenalina que vai dar com a apuração relâmpago das eleições municipais já está me dando um frio na barriga de disputa de pênaltis; 23; 53; 2237; 18; https://twitter.com/lauraabcarvalho/status/1328005201182257154; None; None
2020-11-15 15:03:51+00:00; lauraabcarvalho; @simas_luiz @dasilvabenedita @tainadepaularj Mesma coisa aqui!; 0; 2; 67; 0; https://twitter.com/lauraabcarvalho/status/1327990702689689609; None; None
2020-11-15 14:14:09+00:00; lauraabcarvalho; @pontualistico Tava bem vazio!; 1; 0; 1; 0; https://twitter.com/lauraabcarvalho/status/1327978197154197504; None; None
2020-11-15 13:44:16+00:00; lauraabcarvalho; Sempre bate aquela emoção em vocês também? https://t.co/SaAgEXY40P; 480; 44; 5962; 413; https://twitter.com/lauraabcarvalho/status/1327970678352515073; None; None
2020-11-14 23:31:35+00:00; lauraabcarvalho; Com essa margem de erro que dá Benedita em terceiro no Ibope e Martha no Datafolha essa história de voto útil no Rio faz pouco sentido. No primeiro turno eu voto em quem prefiro: #BeneditaPrefeita13 Em SP seria #BoulosErundina50   https://t.co/wEL5vkIWyV; 50; 77; 1409; 17; https://twitter.com/lauraabcarvalho/status/1327756093418835968; None; None
2020-11-14 18:45:03+00:00; lauraabcarvalho; @jcaetanoleite 😂😂😂😂; 1; 0; 2; 0; https://twitter.com/lauraabcarvalho/status/1327683981773590529; None; None
2020-11-14 16:25:56+00:00; lauraabcarvalho; @pedroabramovay Verdade; 0; 0; 20; 0; https://twitter.com/lauraabcarvalho/status/1327648975659347973; None; None
2020-11-14 15:41:56+00:00; lauraabcarvalho; Na véspera do segundo turno em 2016 a gente estava assim. Era ela que eu queria reeleger #VotePorMarielle https://t.co/1pRR2En6Ey; 77; 221; 9446; 50; https://twitter.com/lauraabcarvalho/status/1327637900247363585; None; None
2020-11-14 00:02:47+00:00; lauraabcarvalho; @nathan_soouzaa @orelo_audio Claro que sim!; 0; 0; 1; 1; https://twitter.com/lauraabcarvalho/status/1327401553867776001; None; None
2020-11-13 16:44:01+00:00; lauraabcarvalho; Penúltimo episódio da série no ar na @orelo_audio https://t.co/7UfEZnr0af; 1; 4; 36; 0; https://twitter.com/lauraabcarvalho/status/1327291136168353793; None; https://twitter.com/curtocircuitopd/status/1327290412948713472
2020-11-13 16:18:12+00:00; lauraabcarvalho; @GuilhermeBoulos @mmartinsrocha @pedrolrossi @eduardo_fagnani @decasocamila Voa, Guilherme!; 8; 1; 236; 1; https://twitter.com/lauraabcarvalho/status/1327284641083101186; None; None
